rank	rank_last_week	primary_isbn13	publisher	description	price	title	author	contributor	book_image	book_image_width	book_image_height	amazon_product_url	age_group	book_review_link	book_uri
1	0	9780316420334	Little, Brown	The 12th book in the Michael Bennett series. A serial-killing spree might impact national security.	0.00	BLINDSIDE	James Patterson and James O. Born	by James Patterson and James O. Born	https://storage.googleapis.com/du-prd/books/images/9780316420334.jpg	319	495	https://www.amazon.com/Blindside-Michael-Bennett-James-Patterson/dp/0316420336?tag=thenewyorktim-20			nyt://book/419c0dfc-b822-5fbe-844d-e8143f9f2bb1
2	1	9780735219090	Putnam	In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.	0.00	WHERE THE CRAWDADS SING	Delia Owens	by Delia Owens	https://storage.googleapis.com/du-prd/books/images/9780735219090.jpg	328	495	https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens/dp/0735219095?tag=thenewyorktim-20			nyt://book/053b4109-4555-5aa1-9b39-cc40549bcdf0
3	2	9781250209764	Flatiron	A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.	0.00	AMERICAN DIRT	Jeanine Cummins	by Jeanine Cummins	https://storage.googleapis.com/du-prd/books/images/9781250209764.jpg	326	495	https://www.amazon.com/American-Dirt-Oprahs-Book-Club/dp/1250209765?tag=thenewyorktim-20		https://www.nytimes.com/2020/01/17/books/review-american-dirt-jeanine-cummins.html	nyt://book/ea1c7a1f-1743-57a8-b210-0150f87a4b47
4	0	9781250140302	Minotaur	The 15th book in the Cotton Malone series. The balance of power in Europe is imperiled.	0.00	THE WARSAW PROTOCOL	Steve Berry	by Steve Berry	https://storage.googleapis.com/du-prd/books/images/9781250140319.jpg	325	495	https://www.amazon.com/Warsaw-Protocol-Novel-Cotton-Malone-ebook/dp/B07SBQD5TY?tag=thenewyorktim-20			nyt://book/47460817-d83c-57af-8747-b8407f75f68f
5	3	9781250301697	Celadon	Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.	0.00	THE SILENT PATIENT	Alex Michaelides	by Alex Michaelides	https://storage.googleapis.com/du-prd/books/images/9781250301697.jpg	326	495	https://www.amazon.com/Silent-Patient-Alex-Michaelides/dp/1250301696?tag=thenewyorktim-20			nyt://book/fe8f9863-f798-55c5-acdf-ceb32b5484ce
6	0	9781496718891	Kensington	The bakery owner Hannah Swensen’s sister’s boyfriend is accused of murder.	0.00	COCONUT LAYER CAKE MURDER	Joanne Fluke	by Joanne Fluke	https://storage.googleapis.com/du-prd/books/images/9781496718891.jpg	328	495	https://www.amazon.com/Coconut-Murder-Hannah-Swensen-Mystery/dp/1496718895?tag=thenewyorktim-20			nyt://book/7854f943-4839-5aa8-8927-35b54afcfcc7
7	0	9781400069606	Random House	A bond forms between a Palestinian man and an Israeli man when they both lose a daughter.	0.00	APEIROGON	Colum McCann	by Colum McCann	https://storage.googleapis.com/du-prd/books/images/9781400069606.jpg	328	495	https://www.amazon.com/Apeirogon-Novel-Colum-McCann/dp/1400069602?tag=thenewyorktim-20		https://www.nytimes.com/2020/02/19/books/review-apeirogon-colum-mccann.html	nyt://book/0f03cc1b-1b3a-510f-a4d6-4774a206d1a3
8	6	9780062963673	Harper	A sibling relationship is impacted when the family goes from poverty to wealth and back again over the course of many decades.	0.00	THE DUTCH HOUSE	Ann Patchett	by Ann Patchett	https://storage.googleapis.com/du-prd/books/images/9780062963673.jpg	328	495	https://www.amazon.com/Dutch-House-Novel-Ann-Patchett/dp/0062963678?tag=thenewyorktim-20		https://www.nytimes.com/2019/09/21/books/review-dutch-house-ann-patchett.html	nyt://book/0ad5db6c-4d15-5624-bef3-1385f93f78e2
9	7	9780525541905	Putnam	Tumult ensues when Alix Chamberlain’s babysitter is mistakenly accused of kidnapping her charge.	0.00	SUCH A FUN AGE	Kiley Reid	by Kiley Reid	https://storage.googleapis.com/du-prd/books/images/9780525541905.jpg	328	495	https://www.amazon.com/Such-Fun-Age-Kiley-Reid/dp/052554190X?tag=thenewyorktim-20		https://www.nytimes.com/2019/12/31/books/review/such-a-fun-age-kiley-reid.html	nyt://book/f2ec30bb-ddd2-5f4a-a17c-34c574bf1bf7
10	10	9780399562488	Pamela Dorman/Viking	In Depression-era Kentucky, five women refuse to be cowed by men or convention as they deliver books.	0.00	THE GIVER OF STARS	Jojo Moyes	by Jojo Moyes	https://storage.googleapis.com/du-prd/books/images/9780399562501.jpg	328	495	https://www.amazon.com/Giver-Stars-Novel-Jojo-Moyes/dp/0399562486?tag=thenewyorktim-20			nyt://book/0365e66e-8090-5ec1-8d8c-2ed89027d374
11	5	9781250207203	St. Martin's	The 50th book of the In Death series. Eve Dallas seeks the sender of packages that give off toxic airborne fumes.	0.00	GOLDEN IN DEATH	JD Robb	by J.D. Robb	https://storage.googleapis.com/du-prd/books/images/9781250207203.jpg	326	495	https://www.amazon.com/Golden-Death-Dallas-Novel-Book/dp/1250207207?tag=thenewyorktim-20			nyt://book/bad9094a-efc7-5426-b48e-f7c2c58f4599
12	8	9781984820150	Ballantine	A young pregnant widow and an Army doctor take a ship to Chile to escape the aftermath of the Spanish Civil War.	0.00	A LONG PETAL OF THE SEA	Isabel Allende	by Isabel Allende	https://storage.googleapis.com/du-prd/books/images/9781984820150.jpg	326	495	https://www.amazon.com/Long-Petal-Sea-Novel/dp/198482015X?tag=thenewyorktim-20		https://www.nytimes.com/2020/01/20/books/review/a-long-petal-of-the-sea-isabel-allende.html	nyt://book/1080e6e1-dc72-5aaa-a0f0-c588c490dde7
13	9	9780385544184	Doubleday	Cullen Post, a lawyer and Episcopal minister, antagonizes some ruthless killers when he takes on a wrongful conviction case.	0.00	THE GUARDIANS	John Grisham	by John Grisham	https://storage.googleapis.com/du-prd/books/images/9780385544184.jpg	330	481	https://www.amazon.com/Guardians-Novel-John-Grisham/dp/0385544189?tag=thenewyorktim-20			nyt://book/34587156-73ec-5121-946b-482b51beaf6c
14	12	9781538747254	Grand Central	The 19th book in the Agent Pendergast series. Human feet inside nondescript shoes wash ashore in Florida.	0.00	CROOKED RIVER	Douglas Preston and Lincoln Child	by Douglas Preston and Lincoln Child	https://storage.googleapis.com/du-prd/books/images/9781538747254.jpg	328	495	https://www.amazon.com/Crooked-River-Agent-Pendergast-19/dp/1538747251?tag=thenewyorktim-20			nyt://book/8d1d1684-393f-5efd-b3bc-ff2a3c2f3457
15	15	9781984854780	Dial	A 12-year-old boy tries to start over after becoming the sole survivor of a plane crash in which he lost his immediate family.	0.00	DEAR EDWARD	Ann Napolitano	by Ann Napolitano	https://storage.googleapis.com/du-prd/books/images/9781984854780.jpg	327	495	https://www.amazon.com/Dear-Edward-Novel-Ann-Napolitano/dp/198485478X?tag=thenewyorktim-20		https://www.nytimes.com/2020/01/06/books/review/dear-edward-ann-napolitano.html	nyt://book/46e20779-6923-51b3-8e8f-24a57a800637
